date,excellent,fair,good,link,product_id,product_name,rating,reviews
28_Oct_22,299.18,253.85,289.99,https://www.backmarket.co.uk/en-gb/p/iphone-11-64-gb-yellow-unlocked/7ef0a33a-f74f-49e9-aa3d-6611d4d43ead,iPhone 11 64 GB - Yellow - Unlocked,iPhone 11,4.3,"1,599 reviews"
28_Oct_22,239.00,183.93,196.90,https://www.backmarket.co.uk/en-gb/p/iphone-xr-64-gb-productred-unlocked/ce6d33be-f0d3-42bc-84f3-c69c416ba32e,iPhone XR 64 GB - (Product)Red - Unlocked,iPhone XR,4.5,729 reviews
28_Oct_22,398.20,347.45,379.00,https://www.backmarket.co.uk/en-gb/p/iphone-12-64-gb-white-unlocked/5bb9357f-92ed-4b5a-ae83-76a9c983f11a,iPhone 12 64 GB - White - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,391.85,347.16,370.58,https://www.backmarket.co.uk/en-gb/p/iphone-12-64-gb-green-unlocked/e86cdb2d-f126-4548-b5c1-967c4a7446a0,iPhone 12 64 GB - Green - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,434.38,369.00,374.27,https://www.backmarket.co.uk/en-gb/p/iphone-12-64-gb-purple-unlocked/8a7c1cc3-2288-425b-aca1-ef05100414a0,iPhone 12 64 GB - Purple - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,398.20,358.87,371.20,https://www.backmarket.co.uk/en-gb/p/iphone-12-64-gb-productred-unlocked/af874b95-0a58-4efa-b0f4-cd020fed146b,iPhone 12 64 GB - (Product)Red - Unlocked,iPhone 12,4.3,417 reviews
28_Oct_22,81.17,68.14,80.82,https://www.backmarket.co.uk/en-gb/p/iphone-se-32-gb-space-gray-unlocked/2c8f7d05-9084-4d6b-a6d9-d0ff6f7bddb9,iPhone SE 32 GB - Space Gray - Unlocked,iPhone SE,3.9,160 reviews
28_Oct_22,399.00,320.03,369.99,https://www.backmarket.co.uk/en-gb/p/iphone-11-256-gb-black-unlocked/e04ea1fb-2779-4ac8-bed5-571eb9c13102,iPhone 11 256 GB - Black - Unlocked,iPhone 11,4.3,"1,599 reviews"
28_Oct_22,846.14,753.55,825.04,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-max-256-gb-sierra-blue-unlocked/75fda94e-249d-4177-919d-2b521c3f71c5,iPhone 13 Pro Max 256 GB - Sierra Blue - Unlocked,iPhone 13 Pro Max,4.5,115 reviews
28_Oct_22,927.11,"1,005.00",855.99,https://www.backmarket.co.uk/en-gb/p/iphone-13-pro-max-256-gb-graphite-unlocked/1367d382-6e73-44f0-907a-18cc8d448a36,iPhone 13 Pro Max 256 GB - Graphite - Unlocked,iPhone 13 Pro Max,4.5,115 reviews
28_Oct_22,612.42,528.62,635.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-128-gb-pink-unlocked/d1989098-648d-490e-a719-7c4b6ab8b1ae,iPhone 13 128 GB - Pink - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,605.98,518.86,571.05,https://www.backmarket.co.uk/en-gb/p/iphone-13-128-gb-blue-unlocked/e4d4b68e-9dec-438d-be52-d348924bfe62,iPhone 13 128 GB - Blue - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,615.32,528.26,615.00,https://www.backmarket.co.uk/en-gb/p/iphone-13-128-gb-unlocked/ef5660d2-6883-4b81-b47d-86e5720687ef,iPhone 13 128 GB - Midnight - Unlocked,iPhone 13,4.6,116 reviews
28_Oct_22,471.15,419.90,445.79,https://www.backmarket.co.uk/en-gb/p/iphone-11-pro-max-256-gb-midnight-green-unlocked/79c35cbd-7839-4842-a647-2fc75213434e,iPhone 11 Pro Max 256 GB - Midnight Green - Unlocked,iPhone 11 Pro Max,4.2,322 reviews
28_Oct_22,215.20,189.50,209.00,https://www.backmarket.co.uk/en-gb/p/iphone-se-2020-256-gb-black-unlocked/f00b7433-3de7-4f86-a383-883511042a57,iPhone SE (2020) 256 GB - Black - Unlocked,iPhone SE (2020),4.4,926 reviews
28_Oct_22,479.37,380.99,429.99,https://www.backmarket.co.uk/en-gb/p/iphone-11-pro-max-256-gb-space-gray-unlocked/5fea5fbe-bee0-4f98-8d71-72e1facd43a3,iPhone 11 Pro Max 256 GB - Space Gray - Unlocked,iPhone 11 Pro Max,4.2,320 reviews
